Start Date,End Date,Pollster,Mode,Scope,Sample,ALP,LNC,GRN,PHON,UND,ALP 2pp,L-NP 2pp,ALP r/a,L-NP r/a,UND r/a
"Aug 12, 2024","Aug 18, 2024",Roy Morgan,Online/Phone,NAT,"1,698",30.5,38.5,13.5,4,,51,49,50.5,49.5,
"Aug 19, 2024","Aug 25, 2024",Roy Morgan,Online/Phone,NAT,"1,701",29.5,39.5,13,4,,50,50,49.5,50.5,
"Aug 21, 2024","Aug 25, 2024",Essential Research,Online,NAT,"1,137",29,33,13,7,6,,,48,46,6
"Aug 23, 2024","Aug 28, 2024",YouGov,Online,NAT,"1,543",32,37,13,8,,50,50,50,50,
"Aug 20, 2024","Aug 27, 2024",RedBridge Group,Online,NAT,"2,017",33,38,12,,,50.5,49.5,,,
"Aug 6, 2024","Aug 29, 2024",Wolf & Smith,Online,NAT,"10,239",29,36,13,6,,51,49,,,
"Aug 26, 2024","Aug 30, 2024",Newspoll/Pyxis,Online,NAT,"1,263",32,38,12,7,,50,50,,,
"Aug 26, 2024","Sep 1, 2024",Roy Morgan,Online/Phone,NAT,"1,701",30.5,36,13,6,,51,49,50.5,49.5,
"Sep 3, 2024","Sep 7, 2024",Resolve Strategic,Online,NAT,"1,614",28,37,13,6,,,,,,
"Sep 4, 2024","Sep 8, 2024",Essential Research,Online,NAT,"1,132",30,35,13,8,5,,,48,48,5
"Sep 2, 2024","Sep 8, 2024",Roy Morgan,Online/Phone,NAT,"1,701",30,36.5,14.5,6,,52,48,50.5,49.5,
"Sep 13, 2024","Sep 15, 2024",Freshwater Strategy,Online,NAT,"1,057",30,42,13,,,48,52,,,
"Sep 9, 2024","Sep 15, 2024",Roy Morgan,Online,NAT,"1,634",30.5,37.5,12.5,5.5,,52,48,50.5,49.5,
"Sep 13, 2024","Sep 19, 2024",YouGov,Online,NAT,"1,619",30,39,14,7,,50,50,49.3,50.7,
"Sep 16, 2024","Sep 20, 2024",Newspoll/Pyxis,Online,NAT,"1,619",31,38,13,6,,50,50,,,
"Sep 16, 2024","Sep 22, 2024",Roy Morgan,Online/Phone,NAT,"1,662",32,37.5,12.5,5,,52,48,50.5,49.5,
"Sep 18, 2024","Sep 22, 2024",Essential Research,Online,NAT,"1,117",29,35,12,8,5,,,47,48,5
"Sep 23, 2024","Sep 29, 2024",Roy Morgan,Online/Phone,NAT,"1,668",30,38,13.5,4.5,,51.5,48.5,48,52,
"Oct 1, 2024","Oct 5, 2024",Resolve Strategic,Online,NAT,"1,606",30,38,12,5,,,,,,
"Sep 30, 2024","Oct 6, 2024",Roy Morgan,Online/Phone,NAT,"1,697",31.5,37.5,12.5,5.5,,52,48,50,50,
"Oct 2, 2024","Oct 6, 2024",Essential Research,Online,NAT,"1,139",32,34,12,8,5,,,49,47,5
"Oct 7, 2024","Oct 11, 2024",Newspoll/Pyxis,Online,NAT,"1,258",31,38,12,7,,49,51,,,
"Oct 7, 2024","Oct 13, 2024",Roy Morgan,Online/Phone,NAT,"1,697",30,37.5,14,6,,51,49,50,50,
"Oct 18, 2024","Oct 20, 2024",Freshwater Strategy,Online,NAT,"1,034",30,41,13,,,49,51,,,
"Oct 16, 2024","Oct 20, 2024",Essential Research,Online,NAT,"1,140",28,35,12,7,6,,,48,46,6
"Oct 14, 2024","Oct 20, 2024",Roy Morgan,Online/Phone,NAT,"1,687",32,36.5,13.5,5.5,,53,47,52,48,
"Oct 14, 2024","Oct 25, 2024",POLIS@ANU,Online,NAT,"3,622",31.8,38.2,11.8,,9.5,,,,,
"Oct 21, 2024","Oct 27, 2024",Roy Morgan,Online/Phone,NAT,"1,687",30,37.5,14,5.5,,51.5,48.5,50.5,49.5,
"Oct 28, 2024","Nov 3, 2024",Roy Morgan,Online/Phone,NAT,"1,651",30.5,38,14,6,,51,49,49,51,
"Oct 30, 2024","Nov 3, 2024",Essential Research,Online,NAT,"1,131",31,34,12,9,5,,,47,49,5
"Nov 4, 2024","Nov 10, 2024",Roy Morgan,Online/Phone,NAT,"1,665",30.5,37.5,12.5,6.5,,51,49,49.5,50.5,
"Nov 5, 2024","Nov 9, 2024",Resolve Strategic,Online,NAT,"1,621",30,39,11,5,,,,,,
"Nov 4, 2024","Nov 8, 2024",Newspoll/Pyxis,Online,NAT,"1,621",33,40,11,5,,49,51,,,
"Nov 11, 2024","Nov 17, 2024",Roy Morgan,Online/Phone,NAT,"1,675",29,39,13.5,6.5,,50,50,49,51,
"Nov 15, 2024","Nov 17, 2024",Freshwater Strategy,Online,NAT,"1,034",30,40,14,,,49,51,,,
"Nov 6, 2024","Nov 13, 2024",RedBridge Group,Online,NAT,"2,011",34,39,11,,,50,50,,,
"Nov 13, 2024","Nov 18, 2024",Essential Research,Online,NAT,"1,206",30,35,13,7,5,,,48,47,5
"Nov 19, 2024","Nov 21, 2024",DemosAU,Online,NAT,"1,038",32,38,12,7,6,50,50,,,
"Nov 18, 2024","Nov 24, 2024",Roy Morgan,Online/Phone,NAT,"1,663",31.5,37,12.5,6.5,,51.5,48.5,51,49,
"Nov 15, 2024","Nov 21, 2024",YouGov,Online,NAT,"1,515",30,38,13,9,,50,50,,,
"Nov 27, 2024","Dec 2, 2024",Essential Research,Online,NAT,"1,123",32,35,11,8,5,,,47,48,5
"Nov 25, 2024","Dec 1, 2024",Roy Morgan,Online/Phone,NAT,"1,666",30,38.5,12.5,6.5,,50,50,49,51,
"Dec 2, 2024","Dec 6, 2024",Newspoll/Pyxis,Online,NAT,"1,258",33,39,11,7,,50,50,,,
"Dec 9, 2024","Dec 15, 2024",Roy Morgan,Online/Phone,NAT,"1,653",28,38,13,6.5,,50,50,48,52,
"Dec 4, 2024","Dec 8, 2024",Resolve Strategic,Online,NAT,"1,604",27,38,12,7,,,,,,
"Dec 13, 2024","Dec 15, 2024",Freshwater Strategy,Online,NAT,"1,051",30,40,14,,,49,51,,,
"Dec 16, 2024","Dec 22, 2024",Roy Morgan,Online/Phone,NAT,"1,672",27.5,41,12.5,5,,48.5,51.5,48,52,
"Dec 12, 2024","Dec 15, 2024",Essential Research,Online,NAT,"1,151",30,35,13,6,5,,,47,48,5
"Dec 30, 2024","Jan 5, 2025",Roy Morgan,Online/Phone,NAT,"1,446",31,40.5,12,3.5,,47,53,50,50,
"Jan 6, 2025","Jan 12, 2025",Roy Morgan,Online/Phone,NAT,"1,721",30,40.5,12.5,4.5,,48.5,51.5,49.5,50.5,
"Jan 9, 2025","Jan 15, 2025",YouGov,Online,NAT,"1,504",32,39,12,7,,49,51,,,
"Jan 13, 2025","Jan 19, 2025",Roy Morgan,Online/Phone,NAT,"1,721",28.5,42,13,4,,48,52,48,52,
"Jan 15, 2025","Jan 21, 2025",Resolve Strategic,Online,NAT,"1,616",27,38,13,7,,,,48,52,
"Jan 15, 2025","Jan 19, 2025",Essential Research,Online,NAT,"1,132",30,37,12,7,5,,,47,48,5
"Jan 17, 2025","Jan 20, 2025",Freshwater Strategy,Online,NAT,"1,063",32,40,13,,,49,51,,,
"Jan 20, 2025","Jan 24, 2025",Newspoll/Pyxis,Online,NAT,"1,259",31,39,12,7,,49,51,,,
"Jan 20, 2025","Jan 27, 2025",Roy Morgan,Online/Phone,NAT,"1,567",29.5,40.5,11.5,6,,49,51,48,52,
"Jan 27, 2025","Feb 3, 2025",Roy Morgan,Online/Phone,NAT,"1,694",30,38.5,11.5,5.5,,50.5,49.5,50,50,
"Jan 29, 2025","Feb 2, 2025",Essential Research,Online,NAT,"1,150",30,36,12,8,4,,,47,49,4
"Jan 28, 2025","Feb 1, 2025",DemosAU,Online,NAT,"1,238",33,38,12,7,,50,50,,,
"Feb 3, 2025","Feb 7, 2025",RedBridge Group,Online,NAT,"1,013",31,40,11,,,48.5,51.5,,,
"Feb 3, 2025","Feb 10, 2025",Roy Morgan,Online/Phone,NAT,"1,688",29,40.5,11,4,,48.5,51.5,48.5,51.5,
"Jan 22, 2025","Feb 12, 2025",YouGov MRP,Online,NAT,"40,689",29.1,37.4,12.7,9.1,,48.9,51.1,,,
"Feb 10, 2025","Feb 14, 2025",Newspoll/Pyxis,Online,NAT,"1,244",31,38,12,7,,49,51,,,
